Rubric,Remedies.,Meaning
Homeosetu Clinical Repertory; Boericke; Sweat :,"acet-ac., acon., aesc., aeth., agar., agar-em., alum-acet., am-c., am-m., aml-n., ant-c., ant-i., ant-t., aphis., apis., apoc-a., apom., aral., arg-n., arn., ars., ars-i., arsenal., art-v., arund., aza., bapt., bell., benz-ac., benzo., bol., bov., brom., bry., bufo., but-ac., cact., calad., Calc., calc-hp., camph., camph-ac., canth., carb-an., carb-v., cast., cham., chin., chlor., chrysan., cic-m., cimx., cina., cocc., colch., con., conv., corn-f., coto., crot-h., cupr., cupr-ar., daph., dios., diosm., ery-a., eupi., ferr., ferr-p., form., formal., franc., gall-ac., gels., glon., graph., guare., hell., hep., hydr., hydrc., hyos., hyper., ictod., insulin., iod., Jab., kali-c., lachn., lob., lyc., mag-m., merc., merc-cy., morph., nat-m., nat-s., nicot., nit-ac., nyct., ol-an., op., osm., petr., ph-ac., phos., physal., piloc., podo., psor., puls., pyrog., rham-cal., rheum., sal-ac., salv., samb., sanic., sec., seneg., sep., sil., sin-n., spira., spong., stram., sul-ac., sulph., tab., tann-ac., tarax., ter., thal., thuj., thyr., til., trif-r., tub., uran-n., ust., valer., vario., verat., verat-v., viol-t., wye., yohim., zinc., zinc-m.",
Homeosetu Clinical Repertory; Boericke; Sweat; Excessive : ,"salv., sec.",
Homeosetu Clinical Repertory; Boericke; Sweat; Profuse : ,"Acet-ac., acon., aesc., aeth., aml-n., apoc-a., art-v., brom., but-ac., carb-an., ferr., form., hep., hydrc., insulin., iod., jab., lob., lyc., morph., ph-ac., piloc., podo., psor., pyrog., rham-cal., sal-ac., Samb., sanic., sil., stram., tann-ac., ter., til., tub., vario., wye., zinc.",
Homeosetu Clinical Repertory; Boericke; Sycosis : ,"acet-ac., aster., aur-m., euphr., Med., nat-s., nit-ac., ph-ac., sabin., thuj., torul., vac., viol-t., x-ray.",
Homeosetu Clinical Repertory; Boericke; Sycosis; Hahnemanni :,"thuj., vac.",
Homeosetu Clinical Repertory; Boericke; Sycotic; Diathesis : ,aster.,
Homeosetu Clinical Repertory; Boericke; Synovitis : ,"apis., calc-f., stel.",
Homeosetu Clinical Repertory; Boericke; Syphilis : ,"aethi-m., anac., ars-br., ars-met., asaf., Aur., aur-ar., berb-a., calc-f., calc-i., calo., choph., cinnb., cist., clem., cory., crot-h., cund., eryth., fl-ac., franc., gua., guai., hep., hippoz., ho., hydrc., jac-c., kali-bi., kali-i., lob-s., lon-x., mang., merc., merc-aur., merc-br., merc-c., merc-cy., merc-i-r., merc-p., nat-i., nit-ac., phos., phyt., plat-m-n., psor., sars., staph., still., syph.",
Homeosetu Clinical Repertory; Boericke; Syphilitic; Eruptions : ,"aethi-m., ars-br., Choph., phyt., sars., still.",
Homeosetu Clinical Repertory; Boericke; Syphilitic; Pains :,"kali-bi., merc., phyt., staph.",
Homeosetu Clinical Repertory; Boericke; Syphilitic; Sore throat :,guai.,
Homeosetu Clinical Repertory; Boericke; Tabes mesenterica : ,"bac., tub.",
Homeosetu Clinical Repertory; Boericke; Tachycardia : ,"abies-n., acon., agn., am-val., chen-a., chinid., chr-s., iber., iod., kalm., morph., nat-m., stry-p., tab., Thyr., trinit.",
Homeosetu Clinical Repertory; Boericke; Tape-worm : ,"cuc-p., cupr-o., Fil., gran., iod., kam., kou., pellin., sant.",
Homeosetu Clinical Repertory; Boericke; Tarsal cysts :,ferr-py.,
Homeosetu Clinical Repertory; Boericke; Tarsal tumours : ,"platan., sep., teucr., thuj.",
Homeosetu Clinical Repertory; Boericke; Tartar : ,"am-i., Ant-t., aral-h., bac., bals-p., berb., calcul-r., ferr-t., frag., grin., kali-s., kali-t., sanguin-t., seneg., syph., tart-ac.",
Homeosetu Clinical Repertory; Boericke; Taste; Abnormal :,bry.,
Homeosetu Clinical Repertory; Boericke; Taste; Altered : ,gymne.,
Homeosetu Clinical Repertory; Boericke; Taste; Bad :,"arn., carb-ac., euon-a., fago., kali-c., mag-m., mag-s., myric., senn., thyr., torul.",
Homeosetu Clinical Repertory; Boericke; Taste; Loss of :,"amyg-p., bry., formal., just., mag-m., Nat-m., puls.",
Homeosetu Clinical Repertory; Boericke; Taste; Perverted :,zinc-m.,
"Homeosetu Clinical Repertory; Boericke; Tea, effects of : ","chin., kali-hp.",
Homeosetu Clinical Repertory; Boericke; Teeth; Caries of :,hecla.,
Homeosetu Clinical Repertory; Boericke; Teeth; Crumbling :,"kreos., phos-h., staph.",
Homeosetu Clinical Repertory; Boericke; Teeth; Tartar on : ,"bac., calcul-r., frag.",
Homeosetu Clinical Repertory; Boericke; Teething : ,"calc-p., cham., coca., cypr., hecla., kreos., mag-p., passi., phyt., podo., rheum.",
"Homeosetu Clinical Repertory; Boericke; Temperature, lowered : ","acetan., kali-br., tub.",
Homeosetu Clinical Repertory; Boericke; Tendo achilles; Affections of :,"Arist-m., cimic., hedeom., ign., mur-ac., nat-c., ruta., tet., thuj.",
Homeosetu Clinical Repertory; Boericke; Tendo achilles; Pain in :,"Arist-m., hedeom., ign., mur-ac., ruta., thuj.",
Homeosetu Clinical Repertory; Boericke; Tendons; Contracted : ,caust.,
Homeosetu Clinical Repertory; Boericke; Tenesmus : ,"acal., acon., aeth., am-c., ampe-qu., ang., arn., ars., aspar., bell., bor-ac., cadm-i., camph., canth., caps., carb-ac., cast., coc-c., coll., coloc., con., cuph., cupr., cupr-acet., cyt-l., epig., epil., ery-a., eucal., fab., gamb., heuch., ip., jug-c., juni-v., kali-bi., kali-n., lil-t., lith-c., lob-s., mag-c., med., merc., Merc-c., merc-cy., merc-d., morph., murx., nicc., ol-an., onis., plb., podo., pop., prun., puls., pyrog., rham-cal., rheum., rhodi., sars., senec., sep., staph., stigm., tab., tarent., ter., trom., uva., xan., zinc., zinc-o.",
Homeosetu Clinical Repertory; Boericke; Testicles; Affections of : ,"acon., agn., ant-c., arg., Aur., bar-c., bell., benz., berb., brom., caes., cahin., calc-f., cann-s., caps., cere-s., cinnb., Clem., cob., con., cop., dios., erio., gins., Ham., hipp., hydr., ind., iod., lycps., lyss., merc-aur., merc-c., mez., nuph., nux-v., oci., ol-an., orch., ox-ac., oxyt., ph-ac., phyt., pic-ac., plb., puls., rhod., sabal., salx-n., scroph-n., senec., spong., thuj., thyr., vit., x-ray., xanrhoe., zinc.",
Homeosetu Clinical Repertory; Boericke; Testicles; Atrophy of : ,"ant-c., aur., caps., iod., lyss., x-ray.",
Homeosetu Clinical Repertory; Boericke; Testicles; Induration of : ,"aur., Bar-c., calc-f., clem., iod., phyt., rhod., thuj.",
Homeosetu Clinical Repertory; Boericke; Testicles; Inflammation of : ,bell.,
Homeosetu Clinical Repertory; Boericke; Testicles; Pains in : ,"acon., arg., aur., benz., cere-s., cob., dios., ham., hipp., ind., Lycps., nuph., nux-v., oxyt., phyt., pic-ac., puls., rhod., salx-n., spong., vit., xanrhoe.",
Homeosetu Clinical Repertory; Boericke; Testicles; Retraction of : ,clem.,
Homeosetu Clinical Repertory; Boericke; Testicles; Swelling of :,"acon., agn., aur., benz., brom., cop., iod., merc-aur., merc-c., oci., ph-ac., Rhod., zinc.",
Homeosetu Clinical Repertory; Boericke; Tetanus :,"ang., cic., cic-m., cocc., hydr-ac., Hyper., led., passi., phys., phyt., scorp., stry., upa.",
Homeosetu Clinical Repertory; Boericke; Tetany :,"bruc., camph., cic-m., helo., lat-m., mag-p., phys., sol-n., Stry., ust.",
Homeosetu Clinical Repertory; Boericke; Tetters :,"alum., bad., bov., Cist., elaps., fuli., lith-c., sars.",
"Homeosetu Clinical Repertory; Boericke; Thighs, pain in : ","bell., bell-p., berb., carb-an., chel., colch., coloc., crot-h., daph., dios., frax., hip-ac., indg., kali-c., laur., mag-m., menis., nep., Pareir., plb., puls., rhus-t., ruta., sabin., vib., visc.",
Homeosetu Clinical Repertory; Boericke; Thirst :,"acet-ac., acon., aeth., agar., agar-ph., alf., all-c., am-m., ant-ar., ant-c., ant-t., anthro., apis., apoc., arn., ars., ars-h., ars-i., aur., bad., bell., berb., bism., bry., calc., calc-p., calc-sil., canth., caps., carb-v., cast-v., cench., cham., chin., chin-ar., cic., cimx., cina., cod., colch., conv., corh., cupr-ar., cycl., cyt-l., dios., dros., dulc., euon-a., Eup-per., eup-pur., euph., gels., ham., helo., hydrang., hyper., ichth., ign., indol., iod., ip., jatr., joan., kali-br., kali-i., kali-n., kali-s., lac-ac., laur., lec., leon., lil-t., lon-p., lyc., mag-p., med., meny., merc., mom-ch., morph., mur-ac., mygal., nat-m., nat-s., nicc., nux-m., nyct., olnd., op., par., petros., ph-ac., phos., pip-n., podo., prop., puls., pulx., rhus-t., ric., rosm., sabad., sang., sanic., sant., sars., sec., sep., sil., spong., stram., sulph., syzyg., tarax., tart-ac., ter., thuj., thyr., trinit., uran-n., verat., verat-v., vince., vip., wye., zing.",
"Homeosetu Clinical Repertory; Boericke; Thought, difficult : ","irid., ter.",
Homeosetu Clinical Repertory; Boericke; Thread-worms :,"chelo., sant.",
Homeosetu Clinical Repertory; Boericke; Throat; Affections of :,"merc-i-f., plat-m-n., zinc-c.",
Homeosetu Clinical Repertory; Boericke; Throat; Atrophic pharyngitis : ,aesc.,
Homeosetu Clinical Repertory; Boericke; Throat; Burning in :,"acon., aeth., all-c., alumn., am-br., am-c., am-caust., ammc., antipyrin., ars., ars-i., calc-f., canth., caps., carb-ac., cocain., corn., erio., gels., iris., kali-bi., kreos., lepi., Merc., merc-c., myris., oena., ox-ac., pect., phos., phyt., pip-n., raph., sang., Sanguin-n., senec., seneg., solid., spong., stry., sulph., tart-ac., thymu., thyr., vesp., wye.",
Homeosetu Clinical Repertory; Boericke; Throat; Catarrh of : ,"am-br., arg-n., cub., hydr., kali-m., quill., seneg., solid.",
Homeosetu Clinical Repertory; Boericke; Throat; Constricted : ,"acon., aesc., alumn., aml-n., anth., apis., ars., arum-t., asc-t., bapt., bell., both-l., bry., Cact., canth., caps., cham., cocain., crot-h., cyt-l., gent-c., gua., hydrobr-ac., hyos., iod., jac-c., kali-ma., kali-n., lac-ac., lina., manc., morph., myric., nux-v., ol-an., rad-br., sang., sanguin-n., sarcol-ac., sumb., tab., valer.",
"Homeosetu Clinical Repertory; Boericke; Throat; Constricted, sore : ","jac-c., kali-n., ol-an., rad-br.",
Homeosetu Clinical Repertory; Boericke; Throat; Contraction of : ,"Bapt., dros., elaps., hydr-ac.",
Homeosetu Clinical Repertory; Boericke; Throat; Deafness :,"agra., iod.",
Homeosetu Clinical Repertory; Boericke; Throat; Diphtheritic : ,"am-c., ars., ars-i., carb-ac., chr-ac., ferr-p., kali-bi., lac-c., lach., lyc., merc-cy., merc-i-r., Phyt., vinc.",
Homeosetu Clinical Repertory; Boericke; Throat; Dryness of : ,"acon., aesc., agar., ail., aloe., alum., am-br., am-c., ammc., arge., ars., arum-d., asc-t., bell., both-l., bry., cact., caps., chlf., cic., cinnb., cist., cocain., crot-h., dros., elaps., form., gala., gent-l., guai., gymn., hip-ac., hoit., hydrobr-ac., hyos., ichth., jac-c., just., kali-bi., kali-c., kali-hp., lach., lina., lyc., mag-m., menis., menth., merc-acet., merl., morph., nit-ac., nux-m., ol-an., onos., pyrog., quill., rad-br., rham-cal., rhus-t., sabad., sang., sanguin-n., senec., spong., squil., stann., stann-i., stry., sulph., thyr., Wye., zinc.",
Homeosetu Clinical Repertory; Boericke; Throat; Fish-bone-sensation in :,kali-c.,
Homeosetu Clinical Repertory; Boericke; Throat; Hair sensation in :,all-s.,
Homeosetu Clinical Repertory; Boericke; Throat; Inflamed :,"ail., arg-n., bar-c., canth., caps., eucal., Ferr-p., ign., kali-bi., kali-m., lyc., merc., merc-c., merc-i-f., senec., seneg., sin-n.",
Homeosetu Clinical Repertory; Boericke; Throat; Mucus in :,"aesc., aloe., alum., alumn., am-br., ant-c., arg., arg-n., arum-t., aspar., bell., bry., calc., calc-f., canth., chr-ac., cinnb., cist., gall-ac., get., gymn., ham., hep., hydr., ind., just., kali-c., lach., merc-cy., merc-i-f., myric., nat-c., nat-s., nit-ac., phyt., psor., sanic., Sel., stann., stict., sumb., teucr., zinc.",
Homeosetu Clinical Repertory; Boericke; Throat; Paralysis of :,"cocain., gels., kali-p., morph.",
Homeosetu Clinical Repertory; Boericke; Throat; Rising in : ,"Asaf., caust., sulph.",
Homeosetu Clinical Repertory; Boericke; Throat; Sore : ,"acet-ac., alum., am-m., arg., arg-n., Arum-d., arum-t., asim., bapt., cadm., calc-f., calc-s., caps., ceph., chr-ac., cist., cit-l., coch., coll., dros., echi., eucal., fago., ferr-i., Ferr-p., form., gala., gels., guai., gymn., hip-ac., hom., hydrin-m., ichth., ign., jac-c., kali-m., kali-ma., kali-n., kali-p., Lac-c., Lach., lachn., lyss., mag-c., mag-p., menth., merc., merc-cy., merc-i-r., nat-h., nicc., nym., ol-an., oxyt., phos., phos-pchl., phyt., pip-n., pop-c., prun-p., quill., rad-br., rham-cal., rhus-t., sabad., sal-ac., sanguin-n., sapin., sapo., sarcol-ac., sil., spong., thymu., trif-p.",
"Homeosetu Clinical Repertory; Boericke; Throat; Sore, catarrhal : ",quill.,
Homeosetu Clinical Repertory; Boericke; Throat; Spasm of :,"am-br., bar-c., Bell., canth., cic., crot-h., elaps., mur-ac., ox-ac., stry., sumb.",
Homeosetu Clinical Repertory; Boericke; Throat; Ulceration of :,"am-c., calc-f., calc-s., canth., carb-ac., cinnb., echi., eucal., ferr-p., fl-ac., hydrin-m., ign., ind., Lyc., merc., merc-cy., merc-d., merc-i-f., merc-i-r., mur-ac., nym., phyt., sang., vinc.",
Homeosetu Clinical Repertory; Boericke; Thrombosis :,"am-caust., arn., Both-l., phos., queb.",
Homeosetu Clinical Repertory; Boericke; Tibia; Burning in : ,mez.,
Homeosetu Clinical Repertory; Boericke; Tibia; Pain in : ,"cast-eq., ferr., kali-bi., lach., mang-o., mez.",
Homeosetu Clinical Repertory; Boericke; Timidity : ,"con., graph., kali-sil., puls., sabad.",
Homeosetu Clinical Repertory; Boericke; Tinea; Capitis : ,"clem., sulph.",
Homeosetu Clinical Repertory; Boericke; Tinea; Ciliaris :,mag-m.,
Homeosetu Clinical Repertory; Boericke; Tinea; Facial : ,mag-m.,
Homeosetu Clinical Repertory; Boericke; Tinea; Versicolor :,torul.,
Homeosetu Clinical Repertory; Boericke; Tinnitus aurium :,"aconin., arn., Carb-s., sal-ac.",
Homeosetu Clinical Repertory; Boericke; Tobacco; Effects of : ,"ars., astra-me., nux-v.",
Homeosetu Clinical Repertory; Boericke; Tobacco; Heart : ,"agar., cact., calad., Conv., kalm., Saroth., verat.",
Homeosetu Clinical Repertory; Boericke; Toe-nails; Affections of : ,"graph., m-aust., sabad., sil., teucr., x-ray.",
Homeosetu Clinical Repertory; Boericke; Toe-nails; Ingrowing :,"m-aust., sil., x-ray.",
Homeosetu Clinical Repertory; Boericke; Tongue; Affections of : ,"aur-m., both-l., caj.",
Homeosetu Clinical Repertory; Boericke; Tongue; Biting of : ,"absin., anis., ph-ac.",
Homeosetu Clinical Repertory; Boericke; Tongue; Blistered :,"graph., lyc., merl., nat-p., sin-n., zinc.",
Homeosetu Clinical Repertory; Boericke; Tongue; Blue :,"ars., benz-n., cupr-s., dig., nect.",
Homeosetu Clinical Repertory; Boericke; Tongue; Burning in : ,"ars., brom., Caps., eos., ger., graph., kali-n., merl., mez., nat-m., podo., ran-s., rhus-r., sanic., upa.",
Homeosetu Clinical Repertory; Boericke; Tongue; Cancer of :,"apis., aur-m., cit-ac., crot-h., kali-cy., semp., vib-p.",
Homeosetu Clinical Repertory; Boericke; Tongue; Coated :,,
Homeosetu Clinical Repertory; Boericke; Tongue; Coated white : ,"acon., ant-t., ars-met., bism., carb-v., carl., cupr-ar., echi., get., hedeom., hyper., kali-m., lac-c., lob., par., ptel., thlaspi.",
Homeosetu Clinical Repertory; Boericke; Tongue; Cracked :,"bor-ac., calc-f., cob., echi., hyos., leon., lyc., myris., rhus-t., sec.",
Homeosetu Clinical Repertory; Boericke; Tongue; Cramp in :,zinc-s.,
Homeosetu Clinical Repertory; Boericke; Tongue; Heavy :,"card-m., chion., Gua., merc., merl.",
Homeosetu Clinical Repertory; Boericke; Tongue; Induration of : ,"alumn., calc-f., kali-cy., semp.",
Homeosetu Clinical Repertory; Boericke; Tongue; Inflammation of :,"calc-f., merc-c.",
Homeosetu Clinical Repertory; Boericke; Tongue; Mapped : ,"kali-bi., nat-m., ran-s., Tarax.",
Homeosetu Clinical Repertory; Boericke; Tongue; Neuralgia of :,kali-cy.,
Homeosetu Clinical Repertory; Boericke; Tongue; Nodules on :,gali.,
Homeosetu Clinical Repertory; Boericke; Tongue; Numbness of :,"eos., gels., ictod., lath., nat-m., nux-m., pop-c.",
Homeosetu Clinical Repertory; Boericke; Tongue; Painful :,"agar., ars., bar-c., bell., calc., calc-f., cit-ac., lath., Phyt., rhus-r., semp., spig., thuj.",
Homeosetu Clinical Repertory; Boericke; Tongue; Paralysis of : ,"bar-c., caust., cupr., linu-u., Lob-p., nux-m., op., sec., sulfon., zinc-s.",
Homeosetu Clinical Repertory; Boericke; Tongue; Parched : ,"lac-ac., mygal.",
Homeosetu Clinical Repertory; Boericke; Tongue; Ringworm of : ,sanic.,
Homeosetu Clinical Repertory; Boericke; Tongue; Roughness of :,"coloc., dulc., lina., phyt., x-ray.",
Homeosetu Clinical Repertory; Boericke; Tongue; Soreness of : ,"adon., apis., arum-t., conv., echi., mang., merc-s., nat-h., ol-an., phys., rhus-r., rumx., semp., ter., x-ray.",
"Homeosetu Clinical Repertory; Boericke; Tongue; Spasm, of : ",carbn.,
Homeosetu Clinical Repertory; Boericke; Tongue; Stiffness of :,lac-c.,
Homeosetu Clinical Repertory; Boericke; Tongue; Strawberry : ,"bell., frag.",
Homeosetu Clinical Repertory; Boericke; Tongue; Swelling of : ,"acon., am-be., anac., antipyrin., apis., bell., caj., cast., diph., echi., frag., hydr., kali-c., kali-chl., kali-tel., lach., lyc., mag-p., menis., merc-c., mur-ac., nat-h., ph-ac., sec., Vip.",
Homeosetu Clinical Repertory; Boericke; Tongue; Ulcerated :,"alumn., antipyrin., ars., benz-ac., corn., hydr., mur-ac., nat-h., nit-ac., psor., semp.",
Homeosetu Clinical Repertory; Boericke; Tongue; Vesicles under : ,lacer.,
Homeosetu Clinical Repertory; Boericke; Tonsillitis : ,"ail., am-m., arn., calc-s., cean-tr., gels., gins., guai., ign., kali-m., lac-c., merc-i-f., merc-i-r., nat-sal., sang., Sulo-ac.",
Homeosetu Clinical Repertory; Boericke; Tonsils; Enlarged :,"Agra., calc-i., tub., alumn., am-c., asim., bar-m., bell., chen-a., eucal., kali-m., med., sul-i.",
"Homeosetu Clinical Repertory; Boericke; Tonsils; Hypertrophy of, chronic : ","bar-m., calc-f.",
Homeosetu Clinical Repertory; Boericke; Tonsils; Inflamed :,"bar-c., eucal., ign., kali-m.",
Homeosetu Clinical Repertory; Boericke; Tonsils; Swollen :,"acon., am-m., ars-i., Bar-c., calc., calc-p., cist., fago., ferr-p., gels., ign., lyc., Phyt., psor., sapin., zinc-c.",
Homeosetu Clinical Repertory; Boericke; Toothache : ,"am-c., ant-c., antipyrin., aphis., bism., calc., calc-f., cham., chim., chin., cocci-s., coff., ferr-s., glon., hecla., hyper., ign., kali-p., lyc., lycps., mag-c., mag-p., mang., merc-i-r., nux-m., ol-an., phos., Plan., prun., puls., rhod., spig., staph., verat., x-ray.",
Homeosetu Clinical Repertory; Boericke; Torticollis : ,lachn.,
"Homeosetu Clinical Repertory; Boericke; Touch, sense of disordered : ",par.,
Homeosetu Clinical Repertory; Boericke; Trachea; Dryness of : ,"stann-i., teucr.",
Homeosetu Clinical Repertory; Boericke; Trachea; Irritation of : ,"acet-ac., ambro., bry., cocc., glech., stann-i.",
Homeosetu Clinical Repertory; Boericke; Trachea; Mucus in :,"bry., ferr-i., iber., par.",
Homeosetu Clinical Repertory; Boericke; Trachea; Pain in : ,"ign., kali-bi., led., menth., osm., scroph-n.",
Homeosetu Clinical Repertory; Boericke; Trachea; Tickling in : ,"am-br., arn., brom., cop., teucr.",
Homeosetu Clinical Repertory; Boericke; Trachoma :,"aur., jeqol., kali-m.",
Homeosetu Clinical Repertory; Boericke; Trauma : ,"all-c., Arn., bell-p., cine., coch., form-ac., ham., hyper., myris., nat-sal., sil., sul-ac., symph.",
